AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
27.7,1.82,0.35,0.06,1.0,9.0,10.0,50.4,21.0,11.0,0.0,57.0,1.7,1.88,50.0,48.0,3.9,3.4
27.5,1.83,0.37,0.06,1.0,8.5,9.5,50.4,26.0,14.0,0.0,59.0,2.0,1.89,57.0,54.0,3.6,3.2
27.1,1.83,0.35,0.06,1.0,8.7,9.65,48.0,27.0,20.0,0.0,64.0,2.5,1.89,59.0,74.0,2.5,2.6
27.1,1.83,0.33,0.05,1.0,8.9,9.8,48.9,28.0,20.0,0.0,65.0,2.7,1.88,58.0,72.0,2.2,2.3
26.8,1.82,0.32,0.05,0.9,7.0,7.9,51.7,29.0,13.0,0.0,66.0,1.9,1.87,60.0,64.0,3.2,1.8
26.4,1.82,0.24,0.04,0.3,6.0,6.5,54.8,23.0,19.0,0.0,72.0,1.3,1.86,58.0,52.0,3.4,2.4
26.0,1.85,0.24,0.03,0.3,5.9,6.4,54.2,17.0,16.0,0.0,74.0,1.7,1.88,57.0,61.0,3.6,2.2
26.0,1.85,0.24,0.02,0.5,5.4,5.9,57.7,31.0,25.0,0.0,73.0,1.4,1.87,60.0,66.0,2.4,2.1
26.3,1.83,0.25,0.02,0.5,3.6,4.1,59.4,27.0,24.0,0.0,71.0,0.5,1.85,70.0,65.0,2.3,1.7
26.2,1.84,0.26,0.02,0.3,4.2,4.7,56.2,27.0,23.0,0.0,71.0,0.5,1.86,57.0,57.0,3.3,2.2
26.2,1.85,0.3,0.04,0.7,6.8,7.5,51.6,33.0,23.0,0.0,73.0,1.0,1.89,56.0,59.0,3.6,2.7
26.9,1.85,0.35,0.06,1.1,9.6,10.7,49.7,31.0,20.0,0.0,71.0,1.3,1.91,55.0,62.0,3.2,2.8
28.1,1.84,0.35,0.07,1.6,9.8,11.4,52.6,32.0,21.0,0.0,65.0,1.2,1.91,54.0,54.0,4.0,3.1
29.4,1.84,0.32,0.07,1.5,8.9,10.4,56.9,32.0,18.0,0.0,60.0,1.0,1.91,53.0,59.0,3.9,3.1
30.3,1.83,0.3,0.08,1.3,8.3,9.6,60.9,36.0,17.0,0.0,56.0,0.5,1.91,51.0,55.0,4.7,3.0
30.8,1.82,0.29,0.07,1.3,7.9,9.1,61.8,26.0,14.0,0.0,56.0,0.5,1.89,53.0,53.0,4.6,3.0
31.0,1.8,0.27,0.06,1.3,7.4,8.7,61.5,24.0,10.0,0.0,55.0,0.5,1.86,59.0,84.0,3.9,3.0
31.2,1.81,0.29,0.09,1.4,9.6,11.0,64.4,30.0,13.0,0.0,55.0,1.2,1.9,57.0,79.0,3.7,2.7
30.7,1.8,0.26,0.08,1.3,8.4,9.7,62.0,24.0,13.0,0.0,55.0,1.3,1.88,53.0,58.0,3.8,3.1
30.3,1.82,0.31,0.12,1.3,11.1,12.4,62.4,33.0,13.0,0.0,57.0,1.6,1.94,50.0,49.0,4.1,2.6
28.9,1.81,0.31,0.11,1.2,12.2,13.4,53.3,33.0,13.0,0.0,62.0,1.4,1.92,54.0,52.0,3.8,2.7
27.9,1.82,0.34,0.1,1.0,13.9,14.8,46.8,32.0,16.0,0.0,64.0,1.4,1.92,58.0,74.0,3.1,3.0
27.1,1.83,0.36,0.1,0.7,14.5,15.1,43.2,27.0,14.0,0.0,66.0,1.5,1.93,55.0,57.0,3.4,2.8
26.7,1.84,0.36,0.09,0.8,14.1,14.8,41.5,24.0,14.0,0.0,67.0,2.2,1.93,54.0,55.0,3.4,2.7
26.3,1.84,0.36,0.1,0.8,14.2,15.0,41.8,27.0,15.0,0.0,69.0,2.7,1.94,55.0,57.0,3.1,2.4
26.0,1.85,0.39,0.11,0.8,15.8,16.5,39.1,29.0,15.0,0.0,69.0,2.8,1.96,53.0,54.0,3.3,2.5
25.8,1.83,0.33,0.09,0.7,14.4,15.0,40.5,28.0,10.0,0.0,71.0,2.6,1.92,54.0,47.0,3.4,2.4
25.6,1.84,0.29,0.07,0.7,12.7,13.5,38.8,27.0,14.0,0.0,72.0,3.0,1.91,53.0,69.0,2.5,2.2
25.6,1.83,0.3,0.08,0.7,12.9,13.6,38.9,28.0,12.0,0.0,71.0,2.5,1.91,64.0,69.0,2.1,1.6
25.4,1.85,0.41,0.07,0.6,11.6,12.2,39.0,30.0,14.0,0.0,70.0,2.9,1.92,43.0,36.0,2.4,1.9
25.0,1.85,0.39,0.08,0.3,12.2,12.5,40.0,26.0,16.0,0.0,72.0,3.4,1.93,57.0,61.0,2.4,1.9
24.9,1.83,0.37,0.06,0.3,9.1,9.4,47.1,28.0,18.0,0.0,72.0,3.6,1.89,64.0,73.0,1.6,1.3
24.7,1.83,0.35,0.05,0.3,6.1,6.4,50.6,29.0,17.0,0.0,70.0,2.6,1.88,75.0,69.0,1.3,1.1
24.5,1.86,0.37,0.06,0.3,8.7,8.9,44.3,29.0,20.0,0.0,71.0,3.4,1.92,52.0,50.0,2.0,1.5
24.4,1.86,0.4,0.07,0.5,10.9,11.4,42.9,33.0,16.0,0.0,74.0,3.1,1.93,53.0,52.0,2.0,1.6
25.1,1.82,0.4,0.05,0.9,9.5,10.4,47.0,32.0,16.0,0.0,71.0,2.9,1.87,65.0,80.0,3.4,1.8
26.7,1.81,0.4,0.05,1.0,8.1,9.1,52.5,27.0,15.0,0.0,63.0,2.7,1.86,64.0,56.0,3.4,2.1
28.2,1.84,0.38,0.08,1.0,7.6,8.6,60.2,27.0,14.0,0.0,55.0,2.3,1.92,45.0,27.0,2.9,2.4
29.0,1.85,0.36,0.1,0.9,8.8,9.7,69.9,24.0,14.0,0.0,54.0,2.7,1.95,35.0,38.0,3.5,2.8
30.1,1.86,0.38,0.11,0.8,9.8,10.6,82.8,30.0,19.0,0.0,52.0,2.9,1.97,42.0,45.0,2.7,2.4
30.7,1.83,0.31,0.1,1.1,10.2,11.3,85.1,33.0,17.0,0.0,53.0,3.0,1.93,41.0,42.0,2.6,2.2
31.2,1.82,0.3,0.1,0.8,9.3,10.1,86.2,32.0,18.0,0.0,52.0,2.9,1.92,52.0,52.0,2.4,2.1
31.1,1.82,0.28,0.1,0.3,9.2,9.7,75.0,29.0,15.0,0.0,53.0,2.9,1.92,50.0,48.0,2.4,1.8
29.9,1.83,0.29,0.1,0.7,9.4,10.1,64.6,28.0,14.0,0.0,56.0,3.1,1.93,48.0,44.0,2.3,1.8
28.9,1.84,0.33,0.13,0.6,10.8,11.4,58.1,26.0,15.0,0.0,57.0,2.3,1.97,37.0,33.0,2.8,2.4
27.9,1.88,0.4,0.18,0.3,19.0,19.4,43.7,40.0,22.0,0.0,61.0,3.1,2.06,38.0,40.0,2.4,2.0
27.0,1.89,0.41,0.21,0.3,22.0,22.5,35.6,40.0,25.0,0.0,63.0,3.8,2.1,46.0,54.0,2.3,1.6
26.3,1.88,0.39,0.16,0.3,17.5,17.8,38.4,34.0,21.0,0.0,63.0,4.2,2.04,58.0,54.0,2.5,2.3
26.3,1.92,0.5,0.18,0.3,24.4,24.9,25.7,33.0,21.0,0.0,65.0,4.1,2.1,64.0,70.0,1.9,1.3
25.9,1.91,0.48,0.18,0.6,21.9,22.5,28.6,30.0,19.0,0.0,65.0,3.7,2.09,66.0,68.0,1.3,1.4
25.3,1.89,0.41,0.13,0.5,18.6,19.1,31.5,28.0,13.0,0.0,67.0,3.2,2.02,64.0,57.0,1.5,1.5
24.8,1.89,0.34,0.11,0.3,13.0,13.4,33.5,24.0,20.0,0.0,70.0,2.5,2.0,63.0,69.0,1.4,1.2
24.5,1.92,0.33,0.12,0.3,18.0,18.4,28.4,26.0,18.0,0.0,70.0,5.4,2.04,63.0,62.0,1.6,1.5
24.2,1.9,0.35,0.1,0.7,12.9,13.6,31.7,28.0,21.0,0.0,72.0,1.6,2.0,56.0,59.0,1.7,1.3
24.1,1.93,0.33,0.09,0.3,14.1,14.5,32.1,24.0,14.0,0.0,71.0,3.3,2.02,42.0,50.0,2.0,1.3
23.8,1.93,0.34,0.15,0.3,13.7,13.9,34.2,19.0,16.0,0.0,74.0,2.9,2.08,49.0,64.0,2.3,1.8
23.7,1.92,0.31,0.13,0.3,14.1,14.4,31.5,26.0,16.0,0.0,75.0,3.7,2.05,65.0,91.0,1.8,1.4
23.4,1.87,0.27,0.07,0.3,9.3,9.4,35.6,25.0,15.0,0.0,75.0,1.8,1.94,85.0,74.0,1.3,0.8
23.3,1.85,0.3,0.07,0.3,9.9,10.4,32.0,24.0,19.0,0.0,76.0,1.5,1.92,87.0,88.0,1.4,1.2
23.9,1.86,0.31,0.08,1.0,10.7,11.7,34.1,22.0,15.0,0.0,75.0,1.7,1.94,59.0,60.0,1.5,0.8
25.5,1.84,0.32,0.08,1.9,11.6,13.5,41.7,27.0,15.0,0.0,71.0,2.3,1.92,77.0,52.0,2.5,1.5
27.4,1.81,0.29,0.07,1.6,9.1,10.7,55.6,21.0,16.0,0.0,64.0,1.9,1.88,42.0,42.0,2.6,2.3
28.8,1.81,0.28,0.06,0.9,8.2,9.1,63.1,24.0,12.0,0.0,59.0,1.6,1.87,46.0,47.0,2.4,1.8
29.1,1.8,0.27,0.07,0.8,7.4,8.2,67.8,27.0,11.0,0.0,60.0,1.7,1.87,48.0,48.0,3.0,1.8
29.8,1.8,0.26,0.06,0.6,6.9,7.6,70.9,24.0,21.0,0.0,58.0,1.9,1.86,50.0,44.0,3.4,2.3
30.3,1.79,0.27,0.08,0.3,7.2,7.7,69.5,27.0,18.0,0.0,58.0,1.8,1.87,50.0,48.0,2.6,2.2
30.3,1.8,0.26,0.08,0.7,7.8,8.5,66.7,30.0,14.0,0.0,58.0,2.1,1.88,46.0,37.0,2.5,2.0
30.1,1.81,0.29,0.1,0.8,9.5,10.3,64.5,32.0,18.0,0.0,59.0,2.3,1.91,49.0,41.0,2.3,2.1
29.4,1.83,0.36,0.15,0.9,13.4,14.3,59.9,32.0,21.0,0.0,62.0,2.2,1.98,43.0,48.0,2.3,1.8
27.8,1.85,0.4,0.17,0.6,18.1,18.7,46.7,38.0,22.0,0.0,69.0,2.3,2.02,44.0,51.0,2.0,1.7
26.6,1.86,0.4,0.14,0.3,19.5,20.0,38.3,39.0,26.0,0.0,74.0,2.4,2.0,53.0,59.0,2.4,1.5
26.2,1.86,0.41,0.13,0.6,21.7,22.3,29.1,34.0,18.0,0.0,73.0,3.0,1.99,58.0,76.0,1.1,1.5
26.9,1.86,0.46,0.16,0.5,23.6,24.1,19.4,26.0,17.0,0.0,64.0,2.2,2.02,67.0,52.0,2.0,1.3
27.0,1.84,0.43,0.14,0.8,22.4,23.2,17.8,21.0,18.0,0.0,61.0,2.1,1.98,68.0,101.0,1.4,1.1
26.8,1.84,0.38,0.11,0.7,20.8,21.6,18.7,18.0,13.0,0.0,60.0,1.7,1.95,65.0,61.0,1.8,1.2
26.6,1.9,0.38,0.18,0.7,22.3,23.0,15.5,20.0,15.0,0.0,60.0,3.1,2.08,38.0,27.0,2.4,1.7
25.8,1.96,0.41,0.23,0.5,22.9,23.4,12.2,20.0,14.0,0.0,65.0,1.5,2.19,40.0,55.0,1.2,1.5
25.6,1.89,0.32,0.14,0.3,25.3,25.3,11.8,24.0,18.0,0.0,66.0,4.6,2.03,63.0,83.0,1.8,1.7
25.2,1.84,0.27,0.1,0.3,13.3,13.4,16.9,23.0,12.0,0.0,66.0,2.6,1.94,67.0,62.0,0.6,0.7
24.7,1.88,0.27,0.1,0.0,13.1,13.1,13.7,18.0,10.0,0.0,70.0,2.1,1.98,77.0,78.0,1.2,0.7
24.4,1.83,0.21,0.06,0.0,9.4,9.3,32.0,21.0,13.0,0.0,75.0,2.5,1.89,61.0,59.0,1.3,1.2
24.1,1.83,0.22,0.06,0.0,10.1,10.1,29.8,22.0,13.0,0.0,77.0,2.8,1.89,74.0,75.0,1.1,0.8
24.1,1.84,0.23,0.07,0.3,13.9,14.2,26.5,24.0,18.0,0.0,78.0,3.5,1.91,69.0,55.0,1.2,1.1
24.8,1.83,0.26,0.07,1.6,13.9,15.5,30.3,23.0,18.0,0.0,76.0,3.3,1.9,75.0,81.0,2.4,1.5
26.3,1.8,0.25,0.05,1.2,9.5,10.7,40.8,23.0,15.0,0.0,70.0,2.4,1.85,76.0,81.0,2.5,2.1
28.5,1.8,0.27,0.06,0.9,8.8,9.7,49.7,25.0,14.0,0.0,61.0,2.1,1.86,74.0,64.0,2.0,1.5
30.0,1.83,0.35,0.1,0.9,9.8,10.7,60.6,28.0,14.0,0.0,56.0,2.2,1.93,46.0,37.0,3.3,2.0
30.4,1.85,0.35,0.11,0.7,11.4,12.2,72.3,36.0,20.0,0.0,59.0,3.1,1.96,44.0,40.0,3.2,2.6
31.1,1.84,0.36,0.09,0.6,10.6,11.2,84.5,48.0,28.0,0.0,58.0,2.8,1.93,44.0,57.0,3.1,2.6
31.4,1.84,0.37,0.1,0.3,9.6,9.8,86.1,50.0,29.0,0.0,58.0,2.6,1.94,45.0,44.0,3.8,2.6
30.8,1.87,0.37,0.09,0.3,9.1,9.3,80.0,51.0,32.0,0.0,60.0,2.2,1.96,45.0,39.0,3.2,2.7
29.7,1.87,0.35,0.09,0.3,8.6,8.8,73.5,49.0,34.0,0.0,63.0,1.7,1.96,40.0,42.0,3.3,3.1
28.8,1.88,0.39,0.11,0.3,11.0,11.3,67.7,59.0,36.0,0.0,66.0,2.0,1.99,41.0,48.0,3.2,2.6
28.4,1.91,0.47,0.15,0.3,16.1,16.1,58.7,58.0,39.0,0.0,68.0,2.3,2.06,52.0,72.0,2.9,2.0
27.8,1.89,0.45,0.11,0.3,14.8,15.0,59.0,50.0,40.0,0.0,67.0,2.0,2.0,63.0,56.0,2.1,1.8
27.4,1.9,0.44,0.11,0.0,13.1,13.0,57.2,43.0,36.0,0.0,68.0,1.8,2.01,58.0,53.0,2.6,2.0
27.0,1.89,0.42,0.09,0.0,12.7,12.6,57.4,44.0,27.0,0.0,69.0,1.9,1.98,62.0,60.0,4.0,2.7
26.9,1.87,0.39,0.07,0.0,11.3,11.3,58.0,38.0,27.0,0.0,70.0,2.5,1.94,62.0,62.0,2.2,2.0
26.7,1.87,0.39,0.07,0.0,9.7,9.7,58.5,37.0,28.0,0.0,71.0,1.5,1.94,70.0,72.0,2.1,1.8
26.6,1.86,0.35,0.05,0.0,7.2,7.1,61.2,32.0,25.0,0.0,70.0,1.5,1.91,72.0,80.0,2.3,2.1
26.6,1.89,0.36,0.07,0.0,6.2,6.1,63.3,30.0,26.0,0.0,67.0,2.6,1.96,54.0,55.0,2.6,1.9
26.2,1.92,0.44,0.09,0.7,7.1,7.8,57.4,39.0,22.0,0.0,70.0,2.7,2.01,40.0,45.0,3.7,2.5
25.7,1.91,0.43,0.08,0.6,7.8,8.4,53.3,37.0,23.0,0.0,75.0,2.7,1.99,40.0,31.0,2.9,2.3
25.6,1.93,0.42,0.1,0.6,7.1,7.7,52.1,34.0,19.0,0.0,76.0,2.8,2.03,50.0,54.0,2.2,2.1
25.4,1.93,0.4,0.1,0.6,7.2,7.7,51.4,33.0,21.0,0.0,75.0,3.0,2.03,51.0,42.0,3.7,2.2
25.1,1.92,0.41,0.1,0.7,7.5,8.2,51.2,31.0,15.0,0.0,76.0,2.9,2.02,38.0,42.0,3.1,2.8
25.0,1.91,0.4,0.09,0.8,7.3,8.2,52.3,32.0,20.0,0.0,76.0,2.7,2.0,43.0,43.0,3.6,3.0
25.4,1.88,0.41,0.08,1.1,7.7,8.8,55.6,39.0,24.0,0.0,74.0,2.7,1.96,45.0,49.0,3.5,2.9
26.7,1.85,0.41,0.08,1.3,6.9,8.3,58.9,42.0,23.0,0.0,68.0,2.7,1.93,44.0,39.0,3.8,3.1
27.9,1.84,0.41,0.07,1.5,7.0,8.4,62.4,34.0,20.0,0.0,62.0,2.6,1.91,49.0,56.0,3.7,3.4
29.1,1.82,0.38,0.06,1.0,5.3,6.3,66.0,34.0,17.0,0.0,54.0,2.3,1.88,55.0,64.0,3.9,3.3
29.8,1.82,0.39,0.07,1.1,5.5,6.6,68.5,38.0,17.0,0.0,53.0,2.4,1.89,53.0,51.0,4.0,3.4
30.0,1.81,0.38,0.08,1.1,6.0,7.1,71.2,41.0,21.0,0.0,55.0,2.7,1.89,46.0,41.0,4.2,3.2
29.7,1.81,0.36,0.06,1.1,6.0,7.1,72.6,47.0,22.0,0.0,58.0,2.8,1.87,46.0,50.0,4.5,3.7
29.4,1.81,0.36,0.08,0.9,6.1,7.0,72.5,45.0,22.0,0.0,60.0,3.1,1.89,51.0,52.0,4.0,3.4
28.8,1.82,0.37,0.08,1.1,6.7,7.8,69.1,43.0,23.0,0.0,63.0,3.0,1.9,51.0,49.0,3.6,3.4
27.9,1.83,0.38,0.08,0.9,8.6,9.5,64.7,39.0,19.0,0.0,65.0,3.4,1.91,45.0,47.0,4.4,3.3
26.7,1.83,0.39,0.07,0.7,9.5,10.2,60.5,42.0,20.0,0.0,69.0,3.1,1.9,45.0,42.0,3.7,3.2
26.2,1.85,0.39,0.1,0.6,10.0,10.6,50.6,39.0,27.0,0.0,71.0,2.4,1.95,44.0,42.0,3.0,2.5
26.1,1.84,0.37,0.1,0.6,10.9,11.5,42.4,38.0,20.0,0.0,69.0,2.7,1.94,54.0,66.0,3.6,2.6
26.0,1.81,0.32,0.07,0.6,9.0,9.6,42.7,30.0,16.0,0.0,69.0,2.9,1.88,54.0,51.0,3.9,2.8
25.7,1.77,0.26,0.04,0.7,6.5,7.2,44.4,33.0,16.0,0.0,70.0,2.6,1.81,66.0,60.0,4.0,3.5
25.5,1.76,0.23,0.03,0.6,5.1,5.7,45.5,34.0,13.0,0.0,68.0,3.2,1.79,62.0,61.0,3.9,3.4
25.6,1.77,0.21,0.03,0.6,4.4,5.1,45.9,32.0,12.0,0.0,65.0,2.4,1.8,55.0,48.0,4.5,3.1
25.3,1.77,0.19,0.04,0.6,4.5,5.2,40.7,30.0,16.0,0.0,69.0,1.9,1.81,52.0,51.0,3.4,2.9
25.0,1.78,0.17,0.05,0.3,6.7,7.0,37.6,28.0,11.0,0.0,70.0,1.4,1.83,50.0,48.0,4.1,3.0
24.8,1.78,0.15,0.04,0.6,6.1,6.8,37.5,31.0,10.0,0.0,71.0,1.5,1.82,57.0,65.0,3.3,2.2
24.5,1.8,0.16,0.05,0.6,6.6,7.2,35.9,34.0,12.0,0.0,72.0,1.6,1.85,45.0,43.0,4.2,3.2
24.5,1.79,0.15,0.05,0.5,7.7,8.2,34.8,36.0,13.0,0.0,71.0,1.6,1.84,47.0,48.0,4.7,3.7
24.4,1.79,0.15,0.05,0.5,7.8,8.3,35.4,35.0,11.0,0.0,71.0,1.7,1.84,47.0,49.0,4.0,3.4
24.5,1.79,0.17,0.06,0.6,9.1,9.7,33.7,34.0,8.0,0.0,71.0,1.7,1.85,64.0,64.0,3.3,2.7
25.1,1.8,0.25,0.07,1.8,12.3,14.1,34.0,39.0,7.0,0.0,67.0,1.8,1.87,59.0,65.0,5.4,3.4
26.2,1.75,0.23,0.04,1.9,9.1,11.0,41.5,41.0,14.0,0.0,62.0,1.6,1.79,66.0,64.0,5.1,4.0
27.6,1.75,0.23,0.06,2.0,10.0,11.9,45.8,42.0,12.0,0.0,57.0,1.6,1.81,63.0,64.0,5.4,3.9
28.1,1.74,0.21,0.08,1.9,9.5,11.4,45.9,45.0,8.0,0.0,55.0,1.5,1.82,62.0,50.0,5.9,4.5
28.8,1.74,0.19,0.06,1.5,8.2,9.7,51.4,60.0,12.0,0.0,50.0,1.6,1.8,49.0,46.0,6.6,5.0
28.1,1.72,0.16,0.05,1.5,7.8,9.3,46.7,58.0,11.0,0.0,56.0,1.8,1.77,46.0,47.0,6.9,5.6
28.2,1.73,0.15,0.05,1.1,7.3,8.5,46.9,50.0,10.0,0.0,54.0,1.6,1.78,48.0,43.0,5.4,4.4
27.8,1.73,0.15,0.06,1.2,7.7,8.9,44.2,51.0,10.0,0.0,55.0,1.5,1.79,50.0,50.0,5.7,4.9
27.7,1.73,0.16,0.06,1.3,8.6,9.9,44.3,41.0,14.0,0.0,52.0,1.5,1.79,55.0,62.0,6.3,4.3
27.1,1.73,0.19,0.07,1.3,9.5,10.7,41.3,39.0,12.0,0.0,52.0,1.7,1.8,64.0,65.0,3.8,3.3
26.2,1.74,0.23,0.09,1.0,12.5,13.5,35.6,38.0,12.0,0.0,56.0,1.6,1.83,61.0,57.0,3.9,3.1
25.4,1.74,0.23,0.07,0.5,11.4,12.0,36.8,39.0,10.0,0.0,60.0,1.6,1.81,67.0,68.0,4.3,3.6
25.2,1.75,0.23,0.06,0.7,11.4,12.0,37.7,32.0,11.0,0.0,59.0,1.9,1.81,65.0,63.0,5.3,3.5
24.6,1.74,0.18,0.03,0.6,9.1,9.7,41.0,32.0,12.0,0.0,65.0,1.5,1.77,70.0,69.0,4.1,3.5
23.8,1.72,0.15,0.02,0.3,6.2,6.6,44.0,19.0,9.0,0.0,69.0,1.1,1.74,78.0,83.0,5.1,3.7
23.6,1.73,0.13,0.01,3.2,0.3,3.5,44.8,20.0,8.0,0.0,70.0,1.2,1.74,71.0,65.0,4.4,3.3
24.0,1.73,0.14,0.01,0.3,5.2,5.6,46.1,35.0,9.0,0.0,68.0,1.3,1.74,71.0,65.0,4.2,3.0
23.9,1.74,0.13,0.01,0.5,5.1,5.6,47.4,31.0,17.0,0.0,68.0,1.8,1.75,64.0,62.0,5.3,3.2
24.0,1.74,0.11,0.01,0.3,3.2,3.6,50.4,34.0,10.0,0.0,69.0,1.8,1.75,65.0,71.0,4.1,3.2
23.6,1.75,0.11,0.0,0.3,2.5,2.8,51.7,26.0,10.0,0.0,71.0,1.3,1.75,72.0,75.0,4.0,3.1
23.5,1.75,0.11,0.01,0.3,2.6,2.8,50.8,26.0,13.0,0.0,69.0,1.3,1.76,74.0,78.0,4.1,2.7
23.8,1.75,0.11,0.01,0.3,2.8,3.0,52.1,32.0,9.0,0.0,63.0,1.3,1.76,68.0,53.0,4.6,3.2
24.2,1.75,0.12,0.01,0.3,3.9,4.1,51.4,26.0,12.0,0.0,60.0,2.4,1.76,67.0,72.0,4.7,3.6
23.9,1.76,0.16,0.01,0.3,5.5,5.7,48.7,27.0,9.0,0.0,67.0,2.1,1.77,73.0,73.0,3.9,3.2
24.3,1.75,0.21,0.03,0.8,7.0,7.8,46.9,32.0,13.0,0.0,67.0,1.5,1.78,77.0,83.0,3.9,3.3
25.4,1.77,0.26,0.03,1.0,7.1,8.1,50.9,42.0,21.0,0.0,64.0,1.6,1.8,74.0,78.0,5.0,3.4
26.6,1.78,0.25,0.06,1.275,6.975,8.25,54.2,50.666666666666664,18.0,0.0,56.0,1.65,1.84,69.0,66.0,5.8,4.0
27.2,1.775,0.24,0.055,1.55,6.85,8.399999999999999,52.78333333333334,59.33333333333333,15.0,0.0,48.0,1.7,1.83,69.0,66.0,5.5,4.4
27.6,1.77,0.2,0.05,1.8250000000000002,6.725,8.549999999999999,51.36666666666667,68.0,12.0,0.0,49.0,1.6,1.82,67.0,76.0,5.3,4.4
26.4,1.76,0.19,0.05,2.1,6.6,8.7,49.95,59.0,13.0,0.0,55.0,1.7,1.81,54.0,62.0,4.9,4.2
25.9,1.77,0.17,0.06,2.2,6.8,9.0,48.53333333333334,47.0,14.0,0.0,57.0,1.6,1.83,53.0,53.0,5.1,4.1
25.8,1.78,0.19,0.06,2.1,6.7,8.8,47.11666666666667,58.0,14.0,0.0,57.0,1.6,1.84,50.0,47.0,6.0,4.3
25.1,1.79,0.22,0.11,2.25,9.55,11.75,45.7,50.0,19.0,0.0,61.0,1.9,1.9,59.0,48.0,5.5,4.1
24.5,1.79,0.26,0.14,2.4,12.4,14.7,40.8,47.0,21.0,0.0,64.0,2.3,1.93,68.0,69.0,4.2,3.6
23.8,1.79,0.28,0.11,2.0,13.5,15.4,38.7,45.0,17.0,0.0,66.0,2.1,1.9,69.0,72.0,4.0,3.4
23.5,1.78,0.23,0.08,1.6,9.6,11.2,41.5,38.0,16.0,0.0,65.0,1.9,1.86,72.0,71.0,4.7,3.6
23.3,1.79,0.26,0.09,1.7,11.5,13.2,37.6,36.0,12.0,0.0,65.0,2.1,1.88,76.0,76.0,4.2,3.4
23.2,1.79,0.22,0.07,1.5,10.1,11.6,40.6,36.0,17.0,0.0,65.0,2.1,1.86,71.0,68.0,4.8,3.2
23.0,1.78,0.21,0.08,1.4,8.6,10.1,41.4,35.0,12.0,0.0,66.0,2.0,1.86,71.0,75.0,4.0,3.0
23.0,1.79,0.23,0.07,1.6,8.8,10.3,40.6,37.0,12.0,0.0,65.0,2.2,1.86,69.0,71.0,3.8,3.0
22.9,1.79,0.18,0.06,1.5,8.7,10.2,40.4,34.0,13.0,0.0,67.0,2.2,1.85,69.0,64.0,3.7,2.6
22.8,1.77,0.14,0.04,1.5,6.5,8.0,44.5,28.0,13.0,0.0,68.0,2.1,1.81,69.0,54.0,3.4,3.0
22.7,1.77,0.18,0.05,0.3,5.4,5.5,44.6,27.0,12.0,0.0,68.0,1.9,1.82,71.0,71.0,4.3,3.2
22.7,1.78,0.17,0.03,0.3,4.9,5.0,44.2,30.0,12.0,0.0,69.0,1.7,1.81,76.0,72.0,3.8,3.1
22.8,1.77,0.17,0.03,0.0,4.2,4.1,44.1,31.0,11.0,0.0,68.0,1.7,1.8,71.0,66.0,3.3,2.8
22.8,1.77,0.17,0.02,0.3,4.3,4.3,43.6,31.0,11.0,0.0,68.0,1.9,1.79,70.0,68.0,3.9,3.2
22.7,1.78,0.17,0.04,0.3,5.4,5.5,41.5,30.0,9.0,0.0,69.0,2.0,1.82,70.0,70.0,3.3,2.6
22.8,1.79,0.21,0.06,0.3,8.1,8.5,39.0,31.0,13.0,0.0,69.0,2.1,1.85,72.0,69.0,3.9,2.8
23.3,1.79,0.28,0.08,1.0,11.4,12.4,37.6,34.0,10.0,0.0,67.0,2.2,1.87,55.0,46.0,4.4,2.9
24.5,1.78,0.29,0.08,1.5,9.8,11.3,44.5,38.0,12.0,0.0,62.0,2.1,1.86,61.0,74.0,3.8,3.3
25.4,1.8,0.35,0.1,2.5,13.0,15.4,42.5,39.0,12.0,0.0,61.0,2.1,1.9,60.0,57.0,4.4,3.4
25.6,1.79,0.34,0.13,3.0,12.9,15.9,44.0,42.0,13.0,0.0,62.0,2.2,1.92,58.0,65.0,5.2,3.8
26.3,1.79,0.29,0.11,2.0,9.6,11.6,50.5,31.0,13.0,0.0,62.0,2.0,1.9,56.0,60.0,4.1,3.6
26.9,1.78,0.28,0.1,1.5,9.8,11.4,52.1,37.0,16.0,0.0,61.0,2.0,1.88,61.0,70.0,4.4,3.5
26.6,1.79,0.29,0.11,1.7,9.6,11.3,48.7,39.0,19.0,0.0,64.0,1.8,1.9,59.0,57.0,5.2,3.4
26.2,1.78,0.26,0.08,1.1,8.6,9.7,47.8,38.0,11.0,0.0,65.0,1.9,1.86,58.0,54.0,4.3,3.0
25.7,1.78,0.25,0.07,0.8,7.3,8.1,46.1,35.0,14.0,0.0,69.0,1.8,1.85,58.0,58.0,4.6,3.3
24.9,1.78,0.25,0.09,0.5,9.2,9.7,43.0,39.0,15.0,0.0,74.0,1.7,1.87,56.0,61.0,5.3,3.4
24.1,1.78,0.28,0.1,0.3,10.2,10.3,44.1,34.0,14.0,0.0,79.0,1.6,1.88,55.0,60.0,4.7,3.7
23.7,1.81,0.32,0.1,0.3,10.7,11.0,43.5,24.0,11.0,0.0,80.0,1.6,1.91,57.0,55.0,3.5,3.0
23.8,1.81,0.3,0.1,0.3,10.4,10.7,41.6,25.0,10.0,0.0,81.0,1.8,1.91,57.0,58.0,3.4,2.5
