AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
23.9,1.77,0.31,0.11,0.3,15.5,15.8,36.6,38.0,12.0,0.0,72.0,2.7,1.88,77.0,75.0,3.0,2.4
23.9,1.76,0.22,0.07,0.3,11.7,12.0,41.3,27.0,15.0,0.0,71.0,2.5,1.83,72.0,70.0,2.5,2.2
24.0,1.75,0.18,0.04,0.3,9.2,9.2,44.0,27.0,12.0,0.0,68.0,2.6,1.79,74.0,76.0,3.6,2.4
24.0,1.74,0.15,0.02,0.3,6.8,6.9,46.9,26.0,12.0,0.0,67.0,2.4,1.76,75.0,73.0,3.4,2.5
23.8,1.74,0.13,0.01,0.5,4.9,5.5,49.2,21.0,11.0,0.0,69.0,2.3,1.75,76.0,74.0,3.1,2.8
23.5,1.74,0.11,0.02,0.6,4.1,4.7,52.5,25.0,13.0,0.0,70.0,2.0,1.76,78.0,79.0,3.3,2.6
23.2,1.74,0.12,0.02,0.7,4.1,4.8,51.2,27.0,12.0,0.0,70.0,2.2,1.76,79.0,84.0,3.1,2.6
23.1,1.75,0.12,0.04,0.5,4.8,5.3,51.6,23.0,9.0,0.0,68.0,2.6,1.79,80.0,78.0,2.9,2.4
23.0,1.77,0.16,0.05,0.3,5.9,6.3,51.6,31.0,16.0,0.0,68.0,3.3,1.82,75.0,70.0,2.9,2.3
23.1,1.77,0.19,0.03,0.7,7.6,8.2,52.6,32.0,17.0,0.0,67.0,2.9,1.8,73.0,70.0,3.0,2.3
23.7,1.76,0.26,0.06,1.2,11.6,12.8,49.9,30.0,14.0,0.0,64.0,2.2,1.82,77.0,75.0,3.3,2.6
25.0,1.75,0.27,0.06,1.5,10.3,11.7,51.8,34.0,20.0,0.0,56.0,2.4,1.81,71.0,64.0,3.5,2.9
26.4,1.75,0.25,0.07,1.9,9.8,11.7,56.0,32.0,11.0,0.0,49.0,2.2,1.82,67.0,74.0,4.1,3.1
27.0,1.77,0.28,0.1,1.9,11.4,13.3,57.1,31.0,12.0,0.0,49.0,2.2,1.87,54.0,52.0,4.1,3.0
27.7,1.76,0.26,0.09,1.7,10.7,12.4,62.8,34.0,15.0,0.0,47.0,2.1,1.85,50.0,50.0,3.4,2.7
28.5,1.75,0.23,0.1,1.7,10.0,11.7,67.4,31.0,12.0,0.0,46.0,2.2,1.85,58.0,65.0,3.1,2.3
28.6,1.74,0.2,0.09,1.5,8.5,10.0,64.6,33.0,11.0,0.0,50.0,2.4,1.83,58.0,59.0,2.5,2.0
27.3,1.73,0.18,0.06,1.3,6.4,7.7,54.7,37.0,16.0,0.0,58.0,2.0,1.79,65.0,62.0,3.9,2.7
26.4,1.74,0.19,0.08,1.2,7.1,8.3,50.0,37.0,15.0,0.0,60.0,2.0,1.82,66.0,60.0,3.6,2.7
25.9,1.76,0.23,0.1,1.3,11.3,12.6,45.5,36.0,18.0,0.0,62.0,2.1,1.86,60.0,62.0,3.5,2.7
25.3,1.77,0.29,0.13,0.8,15.9,16.8,38.3,40.0,18.0,0.0,65.0,2.3,1.9,63.0,56.0,2.9,2.1
25.0,1.78,0.35,0.15,1.0,16.9,17.8,35.1,39.0,19.0,0.0,66.0,2.3,1.93,71.0,71.0,2.9,2.0
24.7,1.77,0.34,0.11,0.7,16.2,16.9,35.6,32.0,21.0,0.0,66.0,3.4,1.88,72.0,71.0,2.9,2.0
24.3,1.79,0.35,0.13,0.8,16.1,16.9,33.7,31.0,19.0,0.0,68.0,3.2,1.92,78.0,73.0,2.8,2.1
23.9,1.8,0.36,0.14,1.1,17.3,18.4,31.9,33.0,16.0,0.0,71.0,3.2,1.94,71.0,63.0,2.4,2.0
23.6,1.81,0.3,0.13,0.7,16.3,17.0,32.0,36.0,17.0,0.0,72.0,3.0,1.94,74.0,66.0,2.3,1.8
23.7,1.8,0.24,0.11,0.9,13.7,14.6,35.1,26.0,13.0,0.0,72.0,2.5,1.91,64.0,66.0,2.9,2.0
23.8,1.79,0.21,0.08,0.8,11.4,12.1,36.8,28.0,15.0,0.0,71.0,2.3,1.87,73.0,72.0,2.7,1.9
23.8,1.78,0.24,0.07,0.7,11.4,12.1,39.6,24.0,15.0,0.0,70.0,1.9,1.85,75.0,70.0,2.0,1.9
23.6,1.76,0.2,0.03,0.3,8.2,8.7,45.0,28.0,13.0,0.0,70.0,1.8,1.79,77.0,75.0,2.5,1.9
23.5,1.75,0.16,0.01,0.3,5.7,6.2,47.4,25.0,13.0,0.0,69.0,1.4,1.76,74.0,73.0,2.8,2.5
23.3,1.77,0.19,0.05,0.3,6.1,6.5,46.3,26.0,13.0,0.0,71.0,1.2,1.82,66.0,51.0,2.8,2.0
23.0,1.81,0.23,0.08,0.3,8.3,8.6,42.9,25.0,11.0,0.0,74.0,1.9,1.89,69.0,79.0,2.3,1.8
22.9,1.84,0.25,0.08,0.6,10.7,11.3,41.8,25.0,11.0,0.0,75.0,1.9,1.92,71.0,77.0,2.8,2.0
23.6,1.8,0.3,0.07,1.2,12.2,13.4,45.7,27.0,15.0,0.0,72.0,1.7,1.87,74.0,77.0,3.3,2.3
24.7,1.78,0.31,0.06,1.6,10.9,12.4,53.8,37.0,15.0,0.0,66.0,1.5,1.84,66.0,72.0,3.9,3.0
25.9,1.77,0.28,0.05,1.5,9.4,10.9,57.9,32.0,14.0,0.0,60.0,1.1,1.82,72.0,72.0,3.5,2.9
27.0,1.78,0.3,0.07,1.3,9.9,11.2,59.9,36.0,15.0,0.0,57.0,1.3,1.85,72.0,68.0,3.7,2.7
27.7,1.78,0.33,0.08,3.3,10.2,13.5,64.8,32.0,14.0,0.0,55.0,1.2,1.86,67.0,76.0,3.1,2.7
28.4,1.77,0.32,0.07,1.3,10.6,11.9,68.5,31.0,16.0,0.0,52.0,1.5,1.84,68.0,66.0,2.6,2.2
28.4,1.77,0.29,0.06,1.0,9.2,10.2,69.1,36.0,17.0,0.0,53.0,1.4,1.83,63.0,67.0,3.0,2.0
27.4,1.77,0.25,0.05,0.9,7.6,8.5,62.5,40.0,17.0,0.0,56.0,1.4,1.82,63.0,52.0,3.0,2.6
27.4,1.78,0.3,0.09,1.0,11.1,12.1,58.6,40.0,16.0,0.0,56.0,1.5,1.87,60.0,65.0,3.3,2.4
26.4,1.8,0.35,0.1,1.0,13.9,14.8,52.6,36.0,19.0,0.0,58.0,2.0,1.9,66.0,75.0,2.7,2.3
25.4,1.79,0.36,0.09,0.8,15.6,16.4,47.0,37.0,16.0,0.0,59.0,1.8,1.88,79.0,77.0,2.9,2.4
24.8,1.8,0.38,0.11,0.7,17.0,17.7,42.0,36.0,20.0,0.0,62.0,1.6,1.91,68.0,51.0,2.8,2.4
24.1,1.82,0.4,0.14,1.0,18.9,19.9,36.1,38.0,17.0,0.0,68.0,1.9,1.96,66.0,71.0,2.3,1.9
24.2,1.79,0.38,0.09,1.0,16.6,17.6,40.4,28.0,16.0,0.0,65.0,2.3,1.88,82.0,79.0,2.6,1.8
24.4,1.77,0.29,0.06,0.3,11.5,12.0,47.1,25.0,14.0,0.0,63.0,1.7,1.83,77.0,76.0,3.2,2.3
24.3,1.78,0.3,0.05,0.5,11.2,11.8,45.5,28.0,15.0,0.0,65.0,2.3,1.83,72.0,63.0,2.5,1.8
24.1,1.79,0.27,0.04,2.8,9.9,12.7,45.7,27.0,11.0,0.0,65.0,1.3,1.83,71.0,57.0,2.2,1.4
23.8,1.8,0.27,0.07,0.5,9.1,9.6,45.9,28.0,21.0,0.0,68.0,1.8,1.87,63.0,75.0,2.3,1.8
23.6,1.79,0.26,0.04,0.3,7.7,8.0,44.9,29.0,13.0,0.0,70.0,2.7,1.83,68.0,61.0,2.0,1.5
23.5,1.8,0.27,0.08,0.3,7.9,8.3,44.2,28.0,10.0,0.0,71.0,2.4,1.88,62.0,68.0,2.1,1.6
23.4,1.79,0.23,0.05,0.3,6.9,7.2,44.1,28.0,19.0,0.0,71.0,2.8,1.84,84.0,103.0,1.6,1.6
23.2,1.8,0.24,0.05,0.3,7.3,7.8,40.3,28.0,15.0,0.0,72.0,2.5,1.85,92.0,99.0,0.9,1.0
23.2,1.82,0.24,0.05,0.3,7.8,8.2,37.3,28.0,13.0,0.0,72.0,2.0,1.87,78.0,48.0,1.5,1.0
23.4,1.86,0.31,0.1,0.7,11.5,12.2,34.9,30.0,14.0,0.0,73.0,2.7,1.96,61.0,65.0,2.4,1.1
24.0,1.83,0.32,0.08,1.2,11.1,12.3,40.8,38.0,20.0,0.0,72.0,3.2,1.91,68.0,78.0,2.8,2.0
25.3,1.8,0.33,0.07,1.4,9.5,10.9,47.2,29.0,16.0,0.0,67.0,2.7,1.87,72.0,95.0,2.4,1.8
26.8,1.79,0.35,0.07,1.2,8.7,9.9,54.2,28.0,12.0,0.0,62.0,2.3,1.86,70.0,69.0,2.5,1.8
26.9,1.79,0.32,0.07,1.2,7.6,8.8,54.8,33.0,14.0,0.0,67.0,2.5,1.86,65.0,70.0,2.8,2.0
27.9,1.78,0.34,0.08,1.2,7.8,9.0,60.2,32.0,10.0,0.0,64.0,2.4,1.86,63.0,64.0,2.4,1.9
28.3,1.77,0.32,0.06,0.9,7.1,7.9,62.4,30.0,16.0,0.0,63.0,2.1,1.83,58.0,60.0,2.9,2.2
28.2,1.76,0.27,0.04,0.7,6.0,6.8,60.0,31.0,11.0,0.0,64.0,2.1,1.8,65.0,63.0,2.9,1.9
26.8,1.76,0.26,0.04,0.6,5.5,6.1,53.5,26.0,16.0,0.0,69.0,2.0,1.8,68.0,67.0,3.3,1.7
26.0,1.76,0.26,0.05,0.6,5.5,6.1,49.9,27.0,13.0,0.0,71.0,1.9,1.81,67.0,70.0,3.6,2.6
25.2,1.78,0.3,0.06,0.7,7.2,7.9,45.8,28.0,14.0,0.0,75.0,2.0,1.84,66.0,71.0,2.8,2.5
24.4,1.79,0.32,0.08,0.6,10.6,11.1,40.4,25.0,15.0,0.0,78.0,2.4,1.87,63.0,63.0,2.5,2.3
24.1,1.8,0.33,0.07,0.7,11.4,12.2,37.1,18.0,9.0,0.0,80.0,1.6,1.87,66.0,55.0,3.2,2.1
23.8,1.81,0.33,0.08,0.6,12.9,13.5,32.3,14.0,6.0,0.0,81.0,1.8,1.89,66.0,47.0,2.7,2.1
23.8,1.83,0.36,0.1,0.5,14.6,15.1,28.7,19.0,10.0,0.0,80.0,2.0,1.93,58.0,77.0,2.4,1.7
23.7,1.84,0.37,0.11,0.6,14.3,14.9,27.9,14.0,9.0,0.0,79.0,2.2,1.95,59.0,62.0,1.7,1.7
23.7,1.85,0.35,0.09,0.6,13.4,13.9,30.2,14.0,6.0,0.0,78.0,2.2,1.94,45.0,48.0,1.4,1.1
23.7,1.8,0.3,0.06,0.3,10.5,10.9,32.2,17.0,5.0,0.0,78.0,1.8,1.86,86.0,85.0,1.4,1.0
23.4,1.78,0.28,0.05,0.3,8.4,8.6,32.2,10.0,7.0,0.0,80.0,1.3,1.83,82.0,33.0,1.4,0.9
23.0,1.81,0.2,0.04,0.6,7.3,7.9,27.1,15.0,6.0,0.0,82.0,1.5,1.85,140.0,170.0,1.0,0.6
22.6,1.86,0.2,0.05,0.8,6.7,7.5,21.6,14.0,11.0,0.0,84.0,1.6,1.91,217.0,251.0,1.3,0.8
22.5,1.95,0.23,0.09,0.7,15.1,15.8,12.6,21.0,13.0,0.0,85.0,2.9,2.04,224.0,182.0,1.2,0.9
22.1,1.92,0.22,0.08,0.8,12.2,12.9,12.7,22.0,12.0,0.0,86.0,2.5,2.0,182.0,182.0,1.1,1.2
22.4,1.92,0.24,0.08,0.7,10.7,11.4,14.9,23.0,12.0,0.0,86.0,2.1,2.0,229.0,236.0,0.8,0.5
23.1,1.95,0.37,0.14,4.0,20.0,24.0,8.7,28.0,14.0,0.0,85.0,3.3,2.09,200.0,264.0,0.7,0.4
24.0,1.95,0.57,0.19,10.5,24.0,34.5,10.2,37.0,21.0,0.0,82.0,4.9,2.14,228.0,254.0,1.4,0.6
25.2,1.84,0.33,0.08,2.7,11.1,13.8,33.2,45.0,9.0,0.0,79.0,3.1,1.92,253.0,249.0,1.9,1.6
25.4,1.76,0.23,0.05,1.6,8.3,9.8,40.4,41.0,11.0,0.0,80.0,2.2,1.81,298.0,304.0,2.1,1.5
24.9,1.74,0.22,0.04,0.8,7.0,7.8,43.4,34.0,10.0,0.0,83.0,1.5,1.78,311.0,321.0,1.5,0.8
25.1,1.74,0.2,0.04,1.0,6.7,7.7,44.0,26.0,7.0,0.0,81.0,1.5,1.78,298.0,293.0,1.2,0.8
25.2,1.75,0.2,0.03,0.9,6.8,7.7,46.1,19.0,7.0,0.0,79.0,2.0,1.78,296.0,303.0,1.8,0.7
25.6,1.74,0.19,0.03,1.1,6.1,7.2,48.5,18.0,6.0,0.0,76.0,1.7,1.77,329.0,87.0,1.6,0.5
25.8,1.74,0.18,0.03,1.0,5.9,6.9,48.1,19.0,5.0,0.0,75.0,1.5,1.77,40.0,75.0,1.4,0.2
25.3,1.73,0.18,0.04,1.4,6.1,7.5,48.3,13.0,6.0,0.0,76.0,1.6,1.77,74.0,68.0,2.0,0.8
24.8,1.75,0.21,0.05,0.7,7.7,8.4,44.9,15.0,4.0,0.0,77.0,1.5,1.8,61.0,61.0,2.9,1.5
24.2,1.78,0.29,0.09,0.6,9.9,10.4,42.7,15.0,6.0,0.0,79.0,1.8,1.87,57.0,56.0,2.6,1.9
23.9,1.8,0.33,0.12,0.8,12.4,13.2,39.6,22.0,13.0,0.0,80.0,2.7,1.92,56.0,58.0,2.5,1.9
23.8,1.8,0.31,0.09,0.8,13.1,14.0,37.5,22.0,12.0,0.0,80.0,2.7,1.89,63.0,50.0,2.2,1.8
23.5,1.81,0.26,0.1,0.5,10.8,11.3,38.7,18.0,10.0,0.0,81.0,2.0,1.91,59.0,45.0,2.4,1.7
23.4,1.79,0.24,0.08,0.8,10.9,11.7,37.6,11.0,6.0,0.0,81.0,2.0,1.87,62.0,63.0,2.2,1.6
23.2,1.8,0.23,0.08,0.7,11.7,12.5,35.5,14.0,4.0,0.0,82.0,2.2,1.88,50.0,58.0,1.3,1.6
23.1,1.79,0.21,0.08,0.6,10.9,11.5,36.0,5.0,3.0,0.0,82.0,2.3,1.87,64.0,85.0,1.6,1.3
23.1,1.81,0.18,0.07,0.5,10.5,11.1,34.1,14.0,2.0,0.0,82.0,2.2,1.88,48.0,44.0,2.1,1.2
23.0,1.81,0.2,0.07,0.6,9.6,10.2,36.3,15.0,4.0,0.0,83.0,2.0,1.88,69.0,72.0,1.8,1.5
23.1,1.82,0.2,0.07,0.5,8.7,9.2,38.9,12.0,4.0,0.0,83.0,2.1,1.89,48.0,48.0,2.3,1.8
23.1,1.8,0.18,0.06,0.3,7.3,7.7,41.8,13.0,5.0,0.0,83.0,1.6,1.86,54.0,60.0,2.2,1.8
22.5,1.8,0.19,0.04,0.3,5.7,6.1,41.6,5.0,7.0,2.0,87.0,1.5,1.84,53.0,60.0,2.1,1.6
21.9,1.82,0.24,0.08,0.3,7.9,8.3,35.4,5.0,5.0,0.2,90.0,1.5,1.9,39.0,35.0,3.0,2.2
21.6,1.83,0.26,0.07,0.5,9.1,9.7,34.7,11.0,2.0,0.2,90.0,1.9,1.9,44.0,35.0,3.1,2.2
21.5,1.83,0.34,0.11,1.0,12.1,13.0,30.3,5.0,10.0,0.0,89.0,1.8,1.94,38.0,40.0,2.7,2.3
21.2,1.84,0.37,0.14,1.5,12.5,14.0,27.4,5.0,9.0,0.0,89.0,2.2,1.98,43.0,45.0,3.5,2.5
21.3,1.87,0.38,0.14,1.6,10.6,12.2,31.0,11.0,6.0,0.0,88.0,2.0,2.01,40.0,40.0,3.8,3.3
21.7,1.87,0.39,0.15,1.9,11.8,13.7,32.9,17.0,4.0,0.0,85.0,2.1,2.02,41.0,41.0,4.2,3.6
22.0,1.86,0.37,0.11,1.4,10.5,12.0,41.4,26.0,8.0,0.0,80.0,1.9,1.97,46.0,40.0,4.6,3.3
22.2,1.86,0.38,0.09,1.1,10.0,11.2,43.8,24.0,10.0,0.0,78.0,1.8,1.95,45.0,44.0,5.1,3.6
22.3,1.84,0.34,0.09,1.0,8.7,9.7,47.6,26.0,11.0,0.0,78.0,1.7,1.93,46.0,44.0,4.4,3.4
22.4,1.85,0.36,0.1,0.8,10.1,10.9,48.3,25.0,14.0,0.0,78.0,1.9,1.95,43.0,44.0,3.3,3.6
22.3,1.86,0.39,0.1,0.9,11.6,12.4,46.7,28.0,13.0,0.0,78.0,1.9,1.96,47.0,47.0,3.4,3.0
22.2,1.87,0.41,0.11,0.6,12.4,13.0,44.6,32.0,17.0,0.0,80.0,1.9,1.98,45.0,50.0,3.8,3.1
22.1,1.87,0.47,0.14,0.6,15.8,16.4,40.2,37.0,18.0,0.0,80.0,2.0,2.01,55.0,55.0,3.2,2.4
22.2,1.88,0.48,0.14,0.6,14.9,15.5,43.1,32.0,17.0,0.0,82.0,1.9,2.02,53.0,47.0,3.3,2.5
22.3,1.88,0.44,0.14,0.6,12.9,13.4,46.6,35.0,19.0,0.0,82.0,1.8,2.02,55.0,48.0,3.1,2.4
22.4,1.87,0.39,0.14,0.6,12.7,13.4,41.6,27.0,14.0,0.0,82.0,2.4,2.01,57.0,66.0,3.4,2.4
22.4,1.85,0.38,0.12,0.5,11.3,11.8,39.4,21.0,11.0,0.0,83.0,2.2,1.97,54.0,46.0,3.7,2.7
22.3,1.84,0.32,0.11,0.5,10.8,11.3,44.3,19.0,12.0,0.0,83.0,2.1,1.95,52.0,49.0,3.0,3.0
22.5,1.85,0.33,0.09,0.6,9.3,9.9,52.2,30.0,22.0,0.0,82.0,2.4,1.94,54.0,50.0,3.6,2.7
22.5,1.85,0.34,0.08,0.5,8.4,8.9,57.4,31.0,23.0,0.0,82.0,2.3,1.93,53.0,56.0,3.5,2.6
22.2,1.86,0.3,0.06,0.8,7.1,7.8,60.7,24.0,21.0,0.0,85.0,1.6,1.92,55.0,45.0,3.6,2.7
21.9,1.87,0.3,0.09,0.3,7.4,7.9,63.6,29.0,20.0,0.0,85.0,1.7,1.96,44.0,45.0,3.6,3.1
21.8,1.86,0.31,0.08,0.6,7.1,7.6,67.4,34.0,24.0,0.0,85.0,1.8,1.94,49.0,47.0,3.5,2.9
21.7,1.88,0.31,0.07,0.3,7.0,7.3,70.6,70.0,37.0,0.0,83.0,1.8,1.95,51.0,59.0,3.2,2.8
21.8,1.87,0.31,0.09,0.6,8.1,8.6,62.6,121.0,43.0,0.0,81.0,2.3,1.96,55.0,57.0,3.5,2.6
22.0,1.87,0.33,0.1,0.6,10.4,11.0,58.7,137.0,49.0,0.0,78.0,2.1,1.97,58.0,40.0,3.8,2.9
22.7,1.86,0.4,0.11,1.0,14.3,15.4,55.8,185.0,61.0,0.0,74.0,2.3,1.97,65.0,70.0,4.2,3.1
23.8,1.85,0.4,0.09,1.4,13.6,15.0,59.4,221.0,67.0,0.0,69.0,2.3,1.94,59.0,58.0,4.2,3.3
24.4,1.84,0.39,0.1,1.7,13.3,15.0,60.3,234.0,71.0,0.0,66.0,2.3,1.94,64.0,66.0,5.4,3.6
25.2,1.83,0.36,0.11,1.8,13.1,14.9,64.0,213.0,63.0,0.0,66.0,2.4,1.94,57.0,61.0,4.8,3.6
25.9,1.84,0.38,0.12,1.8,12.6,14.5,69.2,173.0,55.0,0.0,65.0,2.2,1.96,52.0,48.0,4.9,3.6
26.2,1.84,0.37,0.11,1.5,12.1,13.6,74.0,124.0,46.0,0.0,66.0,2.1,1.95,60.0,61.0,4.4,3.6
26.4,1.84,0.38,0.09,1.5,12.1,13.5,74.2,93.0,36.0,0.0,66.0,1.9,1.93,55.0,50.0,5.3,3.7
25.9,1.83,0.36,0.09,1.3,12.2,13.5,72.9,71.0,32.0,0.0,68.0,1.8,1.92,61.0,59.0,6.0,4.0
25.3,1.83,0.39,0.13,1.1,13.0,14.2,69.2,61.0,30.0,0.0,71.0,1.8,1.96,56.0,59.0,4.0,3.1
24.8,1.83,0.4,0.14,1.0,15.1,16.1,65.4,55.0,26.0,0.0,73.0,2.0,1.97,63.0,59.0,3.2,2.9
24.2,1.84,0.45,0.14,0.8,16.2,17.0,63.6,48.0,21.0,0.0,75.0,1.8,1.98,67.0,66.0,3.7,2.9
24.0,1.84,0.45,0.11,0.6,13.8,14.4,64.7,46.0,20.0,0.0,75.0,2.0,1.95,66.0,61.0,4.2,2.8
23.8,1.83,0.43,0.11,0.6,12.8,13.4,67.0,44.0,23.0,0.0,76.0,2.2,1.94,69.0,68.0,5.2,3.3
23.7,1.83,0.41,0.09,0.3,11.0,11.4,70.2,47.0,27.0,0.0,76.0,2.2,1.92,71.0,77.0,4.5,3.2
23.6,1.82,0.38,0.08,0.5,10.1,10.6,70.9,47.0,22.0,0.0,77.0,2.4,1.9,73.0,76.0,4.0,3.1
23.6,1.82,0.36,0.07,0.6,8.9,9.6,71.6,49.0,22.0,0.0,77.0,2.2,1.89,70.0,70.0,3.6,2.7
23.7,1.82,0.33,0.06,0.6,8.0,8.6,68.0,50.0,22.0,0.0,77.0,1.8,1.88,69.0,70.0,3.1,2.5
23.9,1.8,0.29,0.05,0.6,7.4,8.0,63.2,46.0,21.0,0.0,78.0,2.3,1.85,68.0,76.0,3.5,2.7
23.9,1.8,0.31,0.05,0.3,5.1,5.4,63.0,32.0,18.0,0.0,79.0,1.6,1.85,74.0,76.0,3.2,2.5
23.7,1.81,0.3,0.03,0.5,4.6,5.1,61.6,30.0,19.0,0.0,81.0,1.6,1.84,78.0,80.0,3.0,2.2
23.6,1.8,0.31,0.05,0.3,5.1,5.5,58.9,32.0,16.0,0.0,81.0,1.7,1.85,63.0,70.0,3.4,2.2
23.2,1.79,0.29,0.04,0.3,4.6,4.9,60.3,39.0,21.0,0.0,83.0,1.3,1.83,72.0,64.0,2.7,2.2
23.0,1.79,0.29,0.04,0.3,4.6,4.8,56.8,31.0,19.0,0.0,83.0,1.3,1.83,65.0,64.0,2.7,1.8
23.1,1.79,0.31,0.04,0.3,6.5,7.0,54.8,28.0,12.0,0.0,83.0,1.3,1.83,60.0,57.0,3.0,2.1
23.1,1.78,0.36,0.06,0.3,8.3,8.8,55.2,41.0,21.0,0.0,83.0,1.1,1.84,66.0,73.0,3.4,2.5
23.5,1.78,0.38,0.08,0.7,10.8,11.4,52.8,43.0,21.0,0.0,82.0,1.1,1.86,70.0,76.0,3.1,2.3
24.2,1.77,0.34,0.07,0.9,9.7,10.6,55.0,57.0,21.0,0.0,78.0,1.1,1.84,77.0,91.0,3.4,2.2
24.4,1.77,0.31,0.07,0.8,9.0,9.8,54.8,46.0,18.0,0.0,79.0,1.2,1.84,68.0,61.0,4.0,2.6
24.8,1.78,0.34,0.08,0.9,10.7,11.6,53.3,37.0,13.0,0.0,78.0,1.3,1.86,56.0,43.0,4.5,3.0
25.3,1.78,0.35,0.1,0.95,11.1,12.05,52.05,37.0,14.0,0.0,78.0,1.5,1.88,48.0,47.0,3.7,3.2
25.6,1.775,0.36,0.115,1.0,11.5,12.5,50.8,35.0,21.0,0.0,78.0,1.7,1.89,52.0,49.0,3.3,2.7
25.4,1.77,0.33,0.13,1.0,12.5,13.5,48.1,41.0,19.5,0.0,79.0,2.0,1.9,54.0,54.0,3.0,2.1
25.2,1.78,0.36,0.15,0.8,14.6,15.4,39.9,47.0,18.0,2.8,80.0,2.3,1.93,52.0,56.0,3.0,2.3
25.1,1.79,0.37,0.14,0.6,15.0,15.6,37.2,44.0,14.0,0.0,80.0,1.7,1.93,51.0,52.0,3.0,2.4
24.8,1.79,0.4,0.15,0.3,15.0,15.4,38.6,41.0,16.0,0.0,81.0,1.5,1.94,55.0,61.0,2.8,2.1
24.7,1.79,0.39,0.11,0.3,13.9,14.3,38.6,42.0,16.0,0.0,81.0,1.5,1.9,63.0,51.0,2.6,2.2
24.6,1.78,0.39,0.13,0.3,12.7,13.0,39.2,43.0,21.0,0.0,82.0,1.5,1.91,61.0,69.0,3.1,2.1
24.4,1.77,0.34,0.09,0.3,10.2,10.5,42.7,48.0,14.0,0.0,82.0,1.3,1.86,65.0,68.0,2.6,2.0
24.3,1.78,0.35,0.09,0.3,9.7,10.1,42.3,37.0,15.0,0.0,82.0,1.4,1.87,61.0,47.0,2.1,1.5
24.5,1.78,0.29,0.06,0.3,8.6,8.9,43.3,37.0,17.0,0.0,81.0,1.6,1.84,69.0,87.0,2.5,1.8
24.9,1.76,0.26,0.04,0.3,6.5,7.0,45.8,30.0,16.0,0.0,80.0,1.7,1.8,60.0,72.0,2.9,1.9
24.9,1.76,0.25,0.03,0.3,5.6,5.9,46.4,29.0,15.0,0.0,79.0,1.7,1.79,62.0,60.0,2.5,1.7
24.8,1.76,0.21,0.03,0.6,5.7,6.3,45.8,27.0,12.0,0.0,80.0,1.9,1.79,57.0,43.0,2.5,2.0
24.9,1.77,0.19,0.02,0.6,4.5,5.1,46.6,29.0,9.0,0.0,79.0,1.6,1.79,61.0,64.0,2.4,2.0
24.7,1.77,0.18,0.02,0.3,4.1,4.6,45.1,30.0,14.0,0.0,79.0,1.7,1.79,58.0,49.0,2.6,1.8
24.6,1.78,0.2,0.03,0.3,5.1,5.4,45.2,29.0,12.0,0.0,78.0,2.1,1.81,60.0,63.0,2.7,2.0
24.5,1.79,0.21,0.03,0.3,5.8,6.2,44.2,27.0,16.0,0.0,76.0,2.5,1.82,58.0,61.0,2.1,2.2
24.6,1.78,0.22,0.04,0.6,7.6,8.2,41.8,33.0,10.0,0.0,76.0,2.4,1.82,63.0,70.0,2.9,2.1
25.2,1.77,0.31,0.07,1.4,11.0,12.4,38.8,27.0,10.0,0.0,74.0,2.2,1.84,63.0,66.0,2.8,2.4
26.1,1.76,0.32,0.06,2.1,11.4,13.5,39.7,32.0,11.0,0.0,70.0,2.2,1.82,66.0,67.0,3.7,2.4
27.0,1.75,0.3,0.08,2.5,10.7,13.1,41.7,34.0,10.0,0.0,67.0,2.0,1.83,60.0,50.0,4.4,3.0
27.8,1.75,0.28,0.08,2.3,9.9,12.1,43.4,34.0,9.0,0.0,64.0,2.3,1.83,57.0,54.0,4.0,3.3
28.0,1.73,0.26,0.07,1.9,8.7,10.6,45.5,34.0,6.0,0.0,62.0,2.2,1.8,59.0,55.0,5.0,3.7
28.0,1.73,0.24,0.07,1.9,7.8,9.7,45.8,32.0,8.0,0.0,61.0,1.7,1.8,60.0,68.0,5.0,3.9
28.5,1.72,0.22,0.06,1.7,7.5,9.3,44.6,27.0,9.0,0.0,58.0,1.7,1.78,64.0,66.0,4.5,3.2
28.2,1.72,0.2,0.06,1.5,7.4,8.9,43.4,32.0,7.0,0.0,59.0,1.6,1.78,54.0,54.0,4.7,3.4
27.4,1.72,0.21,0.08,1.8,9.0,10.7,40.3,32.0,8.0,0.0,62.0,1.6,1.8,60.0,49.0,4.7,3.6
26.4,1.74,0.26,0.1,1.9,12.9,14.8,33.8,36.0,10.0,0.0,65.0,1.9,1.84,60.0,63.0,3.1,2.7
25.4,1.74,0.29,0.1,1.2,14.4,15.6,30.4,30.0,11.0,0.0,68.0,2.0,1.84,64.0,68.0,4.7,3.1
24.9,1.74,0.31,0.09,0.9,14.0,14.9,30.1,26.0,9.0,0.0,69.0,2.0,1.83,64.0,66.0,3.9,2.7
24.7,1.74,0.29,0.09,0.9,12.8,13.6,32.9,26.0,9.0,0.0,70.0,2.1,1.83,65.0,57.0,3.3,2.7
24.5,1.74,0.25,0.07,0.9,10.6,11.5,34.4,22.0,9.0,0.0,70.0,1.9,1.81,63.0,62.0,3.4,2.7
24.3,1.74,0.25,0.06,0.7,10.2,10.9,34.5,16.0,9.0,0.0,70.0,1.8,1.8,67.0,71.0,3.0,2.7
